CommitId;RefactoringType;RefactoringDetail
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Parameter Type;Change Parameter Type	buffer : StringBuffer to buffer : Appendable in method public appendTo(buffer Appendable, calendar Calendar) : void in class org.apache.commons.lang3.time.FastDatePrinter.TwentyFourHourField
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Parameter Type;Change Parameter Type	buffer : StringBuffer to buffer : Appendable in method public appendTo(buffer Appendable, value int) : void in class org.apache.commons.lang3.time.FastDatePrinter.TwentyFourHourField
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Parameter Type;Change Parameter Type	buffer : StringBuffer to buffer : Appendable in method public appendTo(buffer Appendable, calendar Calendar) : void in class org.apache.commons.lang3.time.FastDatePrinter.TimeZoneNameRule
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Parameter Type;Change Parameter Type	buffer : StringBuffer to buffer : Appendable in method public appendTo(buffer Appendable, calendar Calendar) : void in class org.apache.commons.lang3.time.FastDatePrinter.TimeZoneNumberRule
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Parameter Type;Change Parameter Type	buffer : StringBuffer to buffer : Appendable in method public appendTo(buffer Appendable, calendar Calendar) : void in class org.apache.commons.lang3.time.FastDatePrinter.Iso8601_Rule
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Return Type;Change Return Type	long to AtomicLongArray in method private measureTime(printer Format, parser Format) : AtomicLongArray in class org.apache.commons.lang3.time.FastDateFormatTest
61579335bcb3da854fc8be82b5e61dc52b5018d3;Rename Parameter;Rename Parameter	formatter : Format to printer : Format in method private measureTime(printer Format, parser Format) : AtomicLongArray in class org.apache.commons.lang3.time.FastDateFormatTest
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Variable Type;Change Variable Type	sdfTime : long to sdfTime : AtomicLongArray in method public testParseSync() : void in class org.apache.commons.lang3.time.FastDateFormatTest
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Variable Type;Change Variable Type	fdfTime : long to fdfTime : AtomicLongArray in method public testParseSync() : void in class org.apache.commons.lang3.time.FastDateFormatTest
61579335bcb3da854fc8be82b5e61dc52b5018d3;Rename Variable;Rename Variable	start : long to t0 : long in method public run() : void in class org.apache.commons.lang3.time.FastDateFormatTest.measureTime.submit
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Variable Type;Change Variable Type	totalElapsed : AtomicLong to totalElapsed : AtomicLongArray in method private measureTime(printer Format, parser Format) : AtomicLongArray in class org.apache.commons.lang3.time.FastDateFormatTest
61579335bcb3da854fc8be82b5e61dc52b5018d3;Rename Parameter;Rename Parameter	buffer : StringBuffer to buf : Appendable in method public appendTo(buf Appendable, calendar Calendar) : void in class org.apache.commons.lang3.time.FastDatePrinter.Rule
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Parameter Type;Change Parameter Type	buffer : StringBuffer to buf : Appendable in method public appendTo(buf Appendable, calendar Calendar) : void in class org.apache.commons.lang3.time.FastDatePrinter.Rule
61579335bcb3da854fc8be82b5e61dc52b5018d3;Change Parameter Type;Change Parameter Type	buffer : StringBuffer to buffer : Appendable in method public appendTo(buffer Appendable, value int) : void in class org.apache.commons.lang3.time.FastDatePrinter.NumberRule
cc1aed9bdf196403c673a886bbf723101171a9bf;Inline Variable;Inline Variable	result : String in method public toString() : String from class org.apache.commons.lang3.Range
242b815437b9a988c2ce9e980295ca8a9e302e7a;Rename Method;Rename Method	public testReplaceAll_StringStringString() : void renamed to public testReplaceAll() : void in class org.apache.commons.lang3.StringUtilsTest
242b815437b9a988c2ce9e980295ca8a9e302e7a;Rename Method;Rename Method	public testReplaceFirst_StringStringString() : void renamed to public testReplaceFirst() : void in class org.apache.commons.lang3.StringUtilsTest
2fa0b168d62a07365b2787d0ed97fa1c2cfb673b;Change Return Type;Change Return Type	GregorianCalendar to Calendar in method private newCalendar() : Calendar in class org.apache.commons.lang3.time.FastDatePrinter
1002c9e243883654f9c1e6beae643fb4e72fc172;Change Return Type;Change Return Type	Calendar to GregorianCalendar in method private newCalendar() : GregorianCalendar in class org.apache.commons.lang3.time.FastDatePrinter
afc942c7b2bc0317cb549a3fd05080646e7274fc;Change Return Type;Change Return Type	GregorianCalendar to Calendar in method private newCalendar() : Calendar in class org.apache.commons.lang3.time.FastDatePrinter
3c92830ec51fb6b6e9a7ca2fb8fda324cd33e48a;Change Attribute Type;Change Attribute Type	tzNames : Map<String,TimeZone> to tzNames : Map<String,TzInfo> in class org.apache.commons.lang3.time.FastDateParser.TimeZoneStrategy
fac65b868c549d28b786568636bbc8362d2a78f2;Rename Method;Rename Method	public testIsDameDay_DateNullNull() : void renamed to public testIsSameDay_DateNullNull() : void in class org.apache.commons.lang3.time.DateUtilsTest
5e62bf80f345ff28d494c2b407a9e8691a9fb684;Change Parameter Type;Change Parameter Type	left : Class<?>[] to left : Executable in method private compareParameterTypes(left Executable, right Executable, actual Class<?>[]) : int in class org.apache.commons.lang3.reflect.MemberUtils
5e62bf80f345ff28d494c2b407a9e8691a9fb684;Change Parameter Type;Change Parameter Type	right : Class<?>[] to right : Executable in method private compareParameterTypes(left Executable, right Executable, actual Class<?>[]) : int in class org.apache.commons.lang3.reflect.MemberUtils
bbd1dc343992fde4baaa0309178509dd07eed536;Extract Method;Extract Method	private appendArray(lhs Object, rhs Object) : void extracted from public append(lhs Object, rhs Object) : EqualsBuilder in class org.apache.commons.lang3.builder.EqualsBuilder
5eae0a646469672d1cc5385bd7bd6aedc4aed19b;Change Variable Type;Change Variable Type	indices : int... to clonedIndices : int[] in method package removeAll(array Object, indices int...) : Object in class org.apache.commons.lang3.ArrayUtils
