CommitId;RefactoringType;RefactoringDetail
284ff652f9ae767d5ee1ea07208df170a999c724;Change Parameter Type;Change Parameter Type	evt : ActionEvent to evt : ChangeEvent in method public stateChanged(evt ChangeEvent) : void in class org.apache.jmeter.protocol.java.config.gui.JavaConfigGui
284ff652f9ae767d5ee1ea07208df170a999c724;Rename Method;Rename Method	public actionPerformed(evt ActionEvent) : void renamed to public stateChanged(evt ChangeEvent) : void in class org.apache.jmeter.protocol.java.config.gui.JavaConfigGui
284ff652f9ae767d5ee1ea07208df170a999c724;Change Variable Type;Change Variable Type	panel : HorizontalPanel to panel : VerticalPanel in method private createClassnamePanel() : JPanel in class org.apache.jmeter.protocol.java.config.gui.JavaConfigGui
284ff652f9ae767d5ee1ea07208df170a999c724;Replace Variable With Attribute;Replace Variable With Attribute	label : JLabel to warningLabel : JLabel in method private createClassnamePanel() : JPanel in class org.apache.jmeter.protocol.java.config.gui.JavaConfigGui
284ff652f9ae767d5ee1ea07208df170a999c724;Rename Attribute;Rename Attribute	classnameCombo : JComboBox<String> to classNameLabeledChoice : JLabeledChoice in class org.apache.jmeter.protocol.java.config.gui.JavaConfigGui
284ff652f9ae767d5ee1ea07208df170a999c724;Change Attribute Type;Change Attribute Type	classnameCombo : JComboBox<String> to classNameLabeledChoice : JLabeledChoice in class org.apache.jmeter.protocol.java.config.gui.JavaConfigGui
f7f97f1b579e0dcb10bf13380fc1068371dca3a4;Rename Attribute;Rename Attribute	fileClose : JMenuItem to fileNew : JMenuItem in class org.apache.jmeter.gui.util.JMeterMenuBar
4777e5af618a19a8ef783cfcc4cab144f680b28b;Rename Parameter;Rename Parameter	measurment : String to measurement : String in method package MetricTuple(measurement String, tag String, field String) in class org.apache.jmeter.visualizers.backend.influxdb.InfluxdbMetricsSender.MetricTuple
29463847cc2c69ce0978048f20dff8d9d1347981;Rename Method;Rename Method	package toStringValue(s String) : String renamed to package tagToStringValue(s String) : String in class org.apache.jmeter.visualizers.backend.influxdb.AbstractInfluxdbMetricsSender
29463847cc2c69ce0978048f20dff8d9d1347981;Change Attribute Type;Change Attribute Type	httpClient : CloseableHttpClient to httpClient : CloseableHttpAsyncClient in class org.apache.jmeter.visualizers.backend.influxdb.HttpMetricsSender
53d5b49e11a3f3046c3e86e3c140160d477d62f4;Rename Variable;Rename Variable	noArgumentsHasName : boolean to hasArguments : boolean in method public getSendParameterValuesAsPostBody() : boolean in class org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase
69ee5bbadd7a4a7b14e25e64a6db0704030b7f55;Rename Method;Rename Method	public testSetHeaders() : void renamed to public testSetHeadersWithParams() : void in class org.apache.jmeter.protocol.http.sampler.PutWriterTest
4be580fb669b5eaafb97824c47e1b688be46939e;Rename Parameter;Rename Parameter	firstLineIsNames : boolean to ignoreFirstLine : boolean in method public readLine(filename String, recycle boolean, ignoreFirstLine boolean) : String in class org.apache.jmeter.services.FileServer
4be580fb669b5eaafb97824c47e1b688be46939e;Rename Parameter;Rename Parameter	firstLineIsNames : boolean to ignoreFirstLine : boolean in method public getParsedLine(alias String, recycle boolean, ignoreFirstLine boolean, delim char) : String[] in class org.apache.jmeter.services.FileServer
4be580fb669b5eaafb97824c47e1b688be46939e;Rename Parameter;Rename Parameter	firstLineIsNames : boolean to ignoreFirstLine : boolean in method private getReader(alias String, recycle boolean, ignoreFirstLine boolean) : BufferedReader in class org.apache.jmeter.services.FileServer
4689810d1d9ac4ff9108826048dba1f011a38f38;Rename Attribute;Rename Attribute	MATCH_NR : String to REF_MATCH_NR : String in class org.apache.jmeter.extractor.XPathExtractor
4689810d1d9ac4ff9108826048dba1f011a38f38;Extract Method;Extract Method	public putValuesForXPathInList(document Document, xPathQuery String, matchStrings List<String>, fragment boolean, matchNumber int) : void extracted from public putValuesForXPathInList(document Document, xPathQuery String, matchStrings List<String>, fragment boolean) : void in class org.apache.jmeter.util.XPathUtil
0f17f54c76c7bd59cce6440fa01c5d182a16b622;Extract Method;Extract Method	private handleError(result SampleResult, e Exception, checkForReconnect boolean) : void extracted from public sample() : SampleResult in class org.apache.jmeter.protocol.jms.sampler.PublisherSampler
0f17f54c76c7bd59cce6440fa01c5d182a16b622;Extract Method;Extract Method	private initClient() : void extracted from public threadStarted() : void in class org.apache.jmeter.protocol.jms.sampler.SubscriberSampler
79f8086e9b8fd348a87e35aa46dcee82cde7f035;Extract Variable;Extract Variable	rowCount : int in method protected sort() : void from class org.apache.jorphan.gui.ObjectTableSorter
ca3111643285d09d4983c7e1a32f96a435ead56b;Extract Method;Extract Method	package getText(value Object, row int, column int, columnsMsgParameters Object[][]) : String extracted from protected getText(value Object, row int, column int) : String in class org.apache.jmeter.gui.util.HeaderAsPropertyRenderer
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Rename Parameter;Rename Parameter	showImplementation : boolean to showFileUploadPane : boolean in method public UrlConfigGui(showSamplerFields boolean, showRawBodyPane boolean, showFileUploadPane boolean) in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Change Attribute Type;Change Attribute Type	domain : JTextField to domain : JLabeledTextField in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Change Attribute Type;Change Attribute Type	port : JTextField to port : JLabeledTextField in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Change Attribute Type;Change Attribute Type	protocol : JTextField to protocol : JLabeledTextField in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Change Attribute Type;Change Attribute Type	contentEncoding : JTextField to contentEncoding : JLabeledTextField in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Change Attribute Type;Change Attribute Type	path : JTextField to path : JLabeledTextField in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Rename Method;Rename Method	protected getProxyServerPanel() : JPanel renamed to protected getWebServerPanel() : JPanel in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Replace Variable With Attribute;Replace Variable With Attribute	label : JLabel to method : JLabeledChoice in method protected getPathPanel() : Component in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Change Variable Type;Change Variable Type	label : JLabel to method : JLabeledChoice in method protected getPathPanel() : Component in class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private proxyHost : JTextField from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private proxyHost : JTextField from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private proxyPort : JTextField from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private proxyPort : JTextField from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private proxyUser : JTextField from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private proxyUser : JTextField from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private proxyPass : JPasswordField from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private proxyPass : JPasswordField from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private connectTimeOut : JTextField from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private connectTimeOut : JTextField from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private responseTimeOut : JTextField from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private responseTimeOut : JTextField from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private httpImplementation : JLabeledChoice from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private httpImplementation : JLabeledChoice from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Attribute;Move Attribute	private httpImplementation : JLabeledChoice from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private httpImplementation : JLabeledChoice from class org.apache.jmeter.protocol.http.control.gui.HttpTestSampleGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Method;Move Method	private getProxyPortPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private getProxyPortPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Method;Move Method	private getConnectTimeOutPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private getConnectTimeOutPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Method;Move Method	private getResponseTimeOutPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private getResponseTimeOutPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Method;Move Method	private getProxyHostPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private getProxyHostPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Method;Move Method	private getProxyUserPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private getProxyUserPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
27c7ea15e0e23e6db0e5019cdb39b4280ea93761;Move Method;Move Method	private getProxyPassPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.UrlConfigGui to private getProxyPassPanel() : JPanel from class org.apache.jmeter.protocol.http.config.gui.HttpDefaultsGui
676be5c6a7d723737819d021b3807b5ad191b308;Extract Method;Extract Method	private initSingletonEngine(standardJMeterEngine StandardJMeterEngine) : void extracted from public StandardJMeterEngine(host String) in class org.apache.jmeter.engine.StandardJMeterEngine
676be5c6a7d723737819d021b3807b5ad191b308;Extract And Move Method;Extract And Move Method	private resetSingletonEngine() : void extracted from public run() : void in class org.apache.jmeter.engine.StandardJMeterEngine.StopTest & moved to class org.apache.jmeter.engine.StandardJMeterEngine
ee6109fe5c4b8c2634a5a9e72005105ac460b383;Extract Method;Extract Method	private initDialog(mainFrame JFrame) : JDialog extracted from package about() : void in class org.apache.jmeter.gui.action.AboutCommand
ee6109fe5c4b8c2634a5a9e72005105ac460b383;Extract Method;Extract Method	private initHelpWindow() : JDialog extracted from public doAction(e ActionEvent) : void in class org.apache.jmeter.gui.action.Help
605b454da253fbe8338d834848cf80081feed452;Split Attribute;Split Attribute	printMilliseconds : boolean to [formatter : DateFormat, DATE_FORMATTER : DateFormat] in class org.apache.jmeter.samplers.SampleSaveConfiguration
8fe4d9b3258f866d7a0d3945d7cdfb83f52eb688;Rename Attribute;Rename Attribute	charset : String to CHARSET : String in class org.apache.jmeter.protocol.tcp.sampler.TCPClientImpl
8fe4d9b3258f866d7a0d3945d7cdfb83f52eb688;Rename Attribute;Rename Attribute	protoPrefix : String to PROTO_PREFIX : String in class org.apache.jmeter.protocol.tcp.sampler.TCPSampler
34d91d29dc545192ef7d3d41686af3ba988d9631;Rename Attribute;Rename Attribute	eq : char to EQ : char in class org.apache.jmeter.protocol.http.util.Base64Encoder
193324ef5703cf610cac074ba7c9b6aad8128b9e;Rename Attribute;Rename Attribute	isSSLSupported : boolean to IS_SSL_SUPPORTED : boolean in class org.apache.jmeter.util.SSLManager
154ab8b161ee648ee7d177a1077e54049efb047d;Rename Parameter;Rename Parameter	groupCount : int to groupNum : int in method public start(groupNum int, notifier ListenerNotifier, threadGroupTree ListedHashTree, engine StandardJMeterEngine) : void in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Rename Parameter;Rename Parameter	thrd : JMeterThread to jmeterThread : JMeterThread in method private stopThread(jmeterThread JMeterThread, jvmThread Thread, interrupt boolean) : void in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Rename Parameter;Rename Parameter	t : Thread to jvmThread : Thread in method private stopThread(jmeterThread JMeterThread, jvmThread Thread, interrupt boolean) : void in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Rename Parameter;Rename Parameter	groupCount : int to threadNumber : int in method private makeThread(notifier ListenerNotifier, threadGroupTree ListedHashTree, engine StandardJMeterEngine, threadNumber int, context JMeterContext) : JMeterThread in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Extract Method;Extract Method	private startNewThread(notifier ListenerNotifier, threadGroupTree ListedHashTree, engine StandardJMeterEngine, threadNum int, context JMeterContext, now long, delay int) : JMeterThread extracted from public start(groupCount int, notifier ListenerNotifier, threadGroupTree ListedHashTree, engine StandardJMeterEngine) : void in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Merge Variable;Merge Variable	[groupCount : int, i : int] to threadNum : int in method private startNewThread(notifier ListenerNotifier, threadGroupTree ListedHashTree, engine StandardJMeterEngine, threadNum int, context JMeterContext, now long, delay int) : JMeterThread in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Rename Variable;Rename Variable	i : int to threadNum : int in method public start(groupNum int, notifier ListenerNotifier, threadGroupTree ListedHashTree, engine StandardJMeterEngine) : void in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Replace Variable With Attribute;Replace Variable With Attribute	groupCount : int to groupNumber : int in method public start(groupNum int, notifier ListenerNotifier, threadGroupTree ListedHashTree, engine StandardJMeterEngine) : void in class org.apache.jmeter.threads.ThreadGroup
154ab8b161ee648ee7d177a1077e54049efb047d;Rename Variable;Rename Variable	i : int to threadNumber : int in method public run() : void in class org.apache.jmeter.threads.ThreadGroup.ThreadStarter
375535d51675e688b43d1bf2779353bb640b4cf6;Extract Method;Extract Method	private getCookieHandler(cookieHandlerClass String) : CookieHandler extracted from private getPolicies(className String) : String[] in class org.apache.jmeter.protocol.http.gui.CookiePanel
375535d51675e688b43d1bf2779353bb640b4cf6;Rename Parameter;Rename Parameter	className : String to cookieHandlerClass : String in method private getCookieHandler(cookieHandlerClass String) : CookieHandler in class org.apache.jmeter.protocol.http.gui.CookiePanel
5fa65a6438a532a5c11757b5629e4c74433be643;Rename Parameter;Rename Parameter	res : HTTPSampleResult to pRes : HTTPSampleResult in method protected downloadPageResources(pRes HTTPSampleResult, container HTTPSampleResult, frameDepth int) : HTTPSampleResult in class org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase
5fa65a6438a532a5c11757b5629e4c74433be643;Rename Parameter;Rename Parameter	areFollowingRedirect : boolean to pAreFollowingRedirect : boolean in method protected resultProcessing(pAreFollowingRedirect boolean, frameDepth int, pRes HTTPSampleResult) : HTTPSampleResult in class org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase
5fa65a6438a532a5c11757b5629e4c74433be643;Rename Parameter;Rename Parameter	res : HTTPSampleResult to pRes : HTTPSampleResult in method protected resultProcessing(pAreFollowingRedirect boolean, frameDepth int, pRes HTTPSampleResult) : HTTPSampleResult in class org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase
5fa65a6438a532a5c11757b5629e4c74433be643;Extract Variable;Extract Variable	lValue : HeaderManager in method public setHeaderManager(value HeaderManager) : void from class org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase
5fa65a6438a532a5c11757b5629e4c74433be643;Extract Variable;Extract Variable	lContentEncoding : String in method public getQueryString(contentEncoding String) : String from class org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase
5fa65a6438a532a5c11757b5629e4c74433be643;Extract Variable;Extract Variable	lContainer : HTTPSampleResult in method protected downloadPageResources(pRes HTTPSampleResult, container HTTPSampleResult, frameDepth int) : HTTPSampleResult from class org.apache.jmeter.protocol.http.sampler.HTTPSamplerBase
b9e9f10f29a5250f8c473822e374e144db014ce3;Rename Variable;Rename Variable	name : String to lName : String in method private listParameters(context JavaSamplerContext) : void in class org.apache.jmeter.protocol.java.test.SleepTest
a9283cae69b05e6f655c412b64a379ff84468710;Move Method;Move Method	private stopAllThreadGroups() : void from class org.apache.jmeter.engine.StandardJMeterEngine to private stopAllThreadGroups() : void from class org.apache.jmeter.engine.StandardJMeterEngine.StopTest
a9283cae69b05e6f655c412b64a379ff84468710;Move Method;Move Method	private tellThreadGroupsToStop() : void from class org.apache.jmeter.engine.StandardJMeterEngine to private tellThreadGroupsToStop() : void from class org.apache.jmeter.engine.StandardJMeterEngine.StopTest
a9283cae69b05e6f655c412b64a379ff84468710;Move Method;Move Method	private verifyThreadsStopped() : boolean from class org.apache.jmeter.engine.StandardJMeterEngine to private verifyThreadsStopped() : boolean from class org.apache.jmeter.engine.StandardJMeterEngine.StopTest
a9283cae69b05e6f655c412b64a379ff84468710;Move Method;Move Method	private countStillActiveThreads() : int from class org.apache.jmeter.engine.StandardJMeterEngine to private countStillActiveThreads() : int from class org.apache.jmeter.engine.StandardJMeterEngine.StopTest
cd9f4cf20f53fc744e05443350ac05142941ebf9;Extract Method;Extract Method	public reportErrorToUser(errorMsg String, titleMsg String, exception Exception) : void extracted from public reportErrorToUser(errorMsg String, titleMsg String) : void in class org.apache.jmeter.util.JMeterUtils
5422ffede59dfe82824a732729412d4c8af3b4a0;Rename Attribute;Rename Attribute	USENANOTIME : boolean to USE_NANO_TIME : boolean in class org.apache.jmeter.samplers.SampleResult
b657ddd00b067077d785fbbd6d6bc087aca94a3c;Rename Variable;Rename Variable	pattern : Pattern to result : Pattern in method private createPattern(textToFind String) : Pattern in class org.apache.jmeter.visualizers.StatGraphVisualizer
b657ddd00b067077d785fbbd6d6bc087aca94a3c;Rename Attribute;Rename Attribute	pct1Label : String to PCT1_LABEL : String in class org.apache.jmeter.visualizers.StatGraphVisualizer
b657ddd00b067077d785fbbd6d6bc087aca94a3c;Rename Attribute;Rename Attribute	pct2Label : String to PCT2_LABEL : String in class org.apache.jmeter.visualizers.StatGraphVisualizer
b657ddd00b067077d785fbbd6d6bc087aca94a3c;Rename Attribute;Rename Attribute	pct3Label : String to PCT3_LABEL : String in class org.apache.jmeter.visualizers.StatGraphVisualizer
b657ddd00b067077d785fbbd6d6bc087aca94a3c;Change Parameter Type;Change Parameter Type	writer : FileWriter to writer : Writer in method public saveCSVStats(data List<?>, writer Writer) : void in class org.apache.jmeter.save.CSVSaveService
b657ddd00b067077d785fbbd6d6bc087aca94a3c;Change Parameter Type;Change Parameter Type	writer : FileWriter to writer : Writer in method public saveCSVStats(data List<?>, writer Writer, headers String[]) : void in class org.apache.jmeter.save.CSVSaveService
7e4139247aff79959e81d3672c6558e74c4e4a6b;Change Attribute Type;Change Attribute Type	sampleStore : List<SampleEvent> to sampleStore : ConcurrentLinkedQueue<SampleEvent> in class org.apache.jmeter.samplers.HoldSampleSender
6f254c4f77531ab2b0a505cd249fc6a5f79748d7;Change Variable Type;Change Variable Type	rowSelected : int to rowsSelected : int[] in method public actionPerformed(e ActionEvent) : void in class org.apache.jmeter.modifiers.gui.UserParametersGui.DeleteRowAction
6f254c4f77531ab2b0a505cd249fc6a5f79748d7;Rename Variable;Rename Variable	rowSelected : int to rowsSelected : int[] in method public actionPerformed(e ActionEvent) : void in class org.apache.jmeter.modifiers.gui.UserParametersGui.DeleteRowAction
b60815fbddfd0d568361c08bd73c6388283e6c24;Change Return Type;Change Return Type	TValue to T in method protected findValue(clazz Class<T>, data String, root ResultData) : T in class org.apache.jmeter.report.dashboard.AbstractDataExporter
b60815fbddfd0d568361c08bd73c6388283e6c24;Change Parameter Type;Change Parameter Type	clazz : Class<TValue> to clazz : Class<T> in method protected findValue(clazz Class<T>, data String, root ResultData) : T in class org.apache.jmeter.report.dashboard.AbstractDataExporter
b60815fbddfd0d568361c08bd73c6388283e6c24;Change Variable Type;Change Variable Type	value : TValue to value : T in method protected findValue(clazz Class<T>, data String, root ResultData) : T in class org.apache.jmeter.report.dashboard.AbstractDataExporter
a56c113c294ae2cb9e786290dcb87c3aec9ebbff;Change Return Type;Change Return Type	TVisit to T in method public accept(visitor ResultDataVisitor<T>) : T in class org.apache.jmeter.report.processor.ListResultData
a56c113c294ae2cb9e786290dcb87c3aec9ebbff;Change Parameter Type;Change Parameter Type	visitor : ResultDataVisitor<TVisit> to visitor : ResultDataVisitor<T> in method public accept(visitor ResultDataVisitor<T>) : T in class org.apache.jmeter.report.processor.ListResultData
a56c113c294ae2cb9e786290dcb87c3aec9ebbff;Change Return Type;Change Return Type	TVisit to T in method public accept(visitor ResultDataVisitor<T>) : T in class org.apache.jmeter.report.processor.MapResultData
a56c113c294ae2cb9e786290dcb87c3aec9ebbff;Change Parameter Type;Change Parameter Type	visitor : ResultDataVisitor<TVisit> to visitor : ResultDataVisitor<T> in method public accept(visitor ResultDataVisitor<T>) : T in class org.apache.jmeter.report.processor.MapResultData
a56c113c294ae2cb9e786290dcb87c3aec9ebbff;Change Return Type;Change Return Type	TVisit to T in method public accept(visitor ResultDataVisitor<T>) : T in class org.apache.jmeter.report.processor.ValueResultData
a56c113c294ae2cb9e786290dcb87c3aec9ebbff;Change Parameter Type;Change Parameter Type	visitor : ResultDataVisitor<TVisit> to visitor : ResultDataVisitor<T> in method public accept(visitor ResultDataVisitor<T>) : T in class org.apache.jmeter.report.processor.ValueResultData
f124263157fd176405220ea0fdd4588a3ed8312a;Change Return Type;Change Return Type	TVisit to T in method public visitListResult(listResult ListResultData) : T in class org.apache.jmeter.report.processor.ResultDataVisitor
f124263157fd176405220ea0fdd4588a3ed8312a;Change Return Type;Change Return Type	TVisit to T in method public visitMapResult(mapResult MapResultData) : T in class org.apache.jmeter.report.processor.ResultDataVisitor
f124263157fd176405220ea0fdd4588a3ed8312a;Change Return Type;Change Return Type	TVisit to T in method public visitValueResult(valueResult ValueResultData) : T in class org.apache.jmeter.report.processor.ResultDataVisitor
45726ac236f8218a533a41ca73049c2454bd4d2a;Change Return Type;Change Return Type	TData to T in method public getData(clazz Class<T>, index int, fieldName String) : T in class org.apache.jmeter.report.core.Sample
45726ac236f8218a533a41ca73049c2454bd4d2a;Change Parameter Type;Change Parameter Type	clazz : Class<TData> to clazz : Class<T> in method public getData(clazz Class<T>, index int, fieldName String) : T in class org.apache.jmeter.report.core.Sample
45726ac236f8218a533a41ca73049c2454bd4d2a;Change Return Type;Change Return Type	TData to T in method public getData(clazz Class<T>, name String) : T in class org.apache.jmeter.report.core.Sample
45726ac236f8218a533a41ca73049c2454bd4d2a;Change Parameter Type;Change Parameter Type	clazz : Class<TData> to clazz : Class<T> in method public getData(clazz Class<T>, name String) : T in class org.apache.jmeter.report.core.Sample
d281304f05ed3a11cfa16538bdce34ec48733f1d;Rename Parameter;Rename Parameter	o : Sample to otherSample : Sample in method public compareTo(otherSample Sample) : int in class org.apache.jmeter.visualizers.Sample
d281304f05ed3a11cfa16538bdce34ec48733f1d;Parameterize Variable;Parameterize Variable	oo : Sample to otherSample : Sample in method public compareTo(otherSample Sample) : int in class org.apache.jmeter.visualizers.Sample
19bcecd9caad67ea9b69b866ead91643b14c893b;Extract Attribute;Extract Attribute	private LOGGER : Logger in class org.apache.jmeter.protocol.jms.sampler.BaseJMSSampler
3386b2230a7c2ef3084536f788c55050ecfcef0b;Rename Attribute;Rename Attribute	fontSize : String[] to FONT_SIZE : String[] in class org.apache.jmeter.visualizers.StatGraphProperties
3386b2230a7c2ef3084536f788c55050ecfcef0b;Rename Attribute;Rename Attribute	strokeWidth : String[] to STROKE_WIDTH : String[] in class org.apache.jmeter.visualizers.StatGraphProperties
f345679881f43f4adfc9b2c37e1212a081c73495;Rename Parameter;Rename Parameter	remote_hosts_string : String to remoteHostsString : String in method private runNonGui(testFile String, logFile String, remoteStart boolean, remoteHostsString String, generateReportDashboard boolean) : void in class org.apache.jmeter.JMeter
b006420b401f3aa67789e2479304f1156c131de3;Rename Variable;Rename Variable	monitor : SampleMonitor to sampleMonitor : SampleMonitor in method private executeSamplePackage(current Sampler, transactionSampler TransactionSampler, transactionPack SamplePackage, threadContext JMeterContext) : void in class org.apache.jmeter.threads.JMeterThread
b006420b401f3aa67789e2479304f1156c131de3;Rename Variable;Rename Variable	monitor : SampleMonitor to sampleMonitor : SampleMonitor in method private executeSamplePackage(current Sampler, transactionSampler TransactionSampler, transactionPack SamplePackage, threadContext JMeterContext) : void in class org.apache.jmeter.threads.JMeterThread
0f8c47aa9fcc0f214a4cec5ee42d5259848773e8;Move Method;Move Method	public isModifiable() : boolean from class org.apache.jmeter.timers.RandomTimer to public isModifiable() : boolean from class org.apache.jmeter.timers.ModifiableTimer
1651d36a399c55a221a93078bee46320c28b1462;Rename Variable;Rename Variable	CS_PFX : String to charsetPrefix : String in method public setEncodingAndType(ct String) : void in class org.apache.jmeter.samplers.SampleResult
ef38ec02cb8c110317245a9f5ba1210f66053d06;Rename Parameter;Rename Parameter	Scheduler : boolean to scheduler : boolean in method public setScheduler(scheduler boolean) : void in class org.apache.jmeter.threads.ThreadGroup
ef38ec02cb8c110317245a9f5ba1210f66053d06;Move Method;Move Method	private delayBy(delay long) : void from class org.apache.jmeter.threads.ThreadGroup to private delayBy(delay long) : void from class org.apache.jmeter.threads.ThreadGroup.ThreadStarter
e0281079f1419b28ea7ee6c403279ff5cddec0ed;Extract Method;Extract Method	public refreshCurrentGui() : void extracted from public updateCurrentGui() : void in class org.apache.jmeter.gui.GuiPackage
e6e984d5129b688f9eac3a6e2f56b955b1cd39c4;Rename Parameter;Rename Parameter	writer : Writer to newWriter : Writer in method public setWriter(newWriter Writer) : void in class org.apache.jmeter.report.core.AbstractSampleWriter
5c1725d66ac38f9a3dbf84cbbecc9ed072c62569;Change Attribute Type;Change Attribute Type	MS_PER_SEC : int to MS_PER_SEC : long in class org.apache.jmeter.util.CPSPauser
5c1725d66ac38f9a3dbf84cbbecc9ed072c62569;Change Attribute Type;Change Attribute Type	NS_PER_SEC : int to NS_PER_SEC : long in class org.apache.jmeter.util.CPSPauser
5c1725d66ac38f9a3dbf84cbbecc9ed072c62569;Change Attribute Type;Change Attribute Type	NS_PER_MS : int to NS_PER_MS : long in class org.apache.jmeter.util.CPSPauser
7da74f771f897dc991ffb693a275ee5631da938f;Rename Variable;Rename Variable	refName_n : String to refNameN : String in method public process() : void in class org.apache.jmeter.extractor.HtmlExtractor
7da74f771f897dc991ffb693a275ee5631da938f;Rename Variable;Rename Variable	refName_n : String to refNameN : String in method public process() : void in class org.apache.jmeter.extractor.HtmlExtractor
316b44311994cc57b1915808c6bc5d49d5e64a91;Rename Attribute;Rename Attribute	n : int to range : int in class org.apache.jmeter.config.RandomVariableConfig
34c6b986c4bd646febb8a466e869f66072e010ba;Extract Variable;Extract Variable	result : String in method private filterString(content String) : String from class org.apache.jmeter.assertions.CompareAssertion
